Category,Sub-Category,Sub-Sub-Category,Product Name,Brand,Supplier Name,Product Short Description,Product Long Description,Size,Colour,Image URL,Unit of Measure,Stock Status,Unit Price,Pack Size,Minimum THC Content (%),Maximum THC Content (%),THC Content Per Unit,THC Content Per Volume,Minimum CBD Content (%),Maximum CBD Content (%),CBD Content Per Unit,CBD Content Per Volume,Dried Flower Cannabis Equivalency,Plant Type,Terpenes,GrowingMethod,Number of Items in a Retail Pack,GTIN,OCS Item Number,OCS Variant Number,Physical Dimension Width,Physical Dimension Height,Physical Dimension Depth,Physical Dimension Volume,Physical Dimension Weight,Eaches Per Inner Pack,Eaches Per Master Case,Inventory Status,Storage Criteria,Food Allergens,Ingredients,Street Name,Grow Medium,Grow Method,Grow Region,Drying Method,Trimming Method,Extraction Process,Carrier Oil,Heating Element Type,Battery Type,Rechargeable Battery,Removable Battery,Replacement Parts Available,Temperature Control,Temperature Display,Compatibility,THC Min,THC Max,CBD Min,CBD Max,Net Weight,Craft
Flower,Dried Flower,Whole Flower,B.C. Valley Gas,Dunn Cannabis,BZAM MANAGEMENT INC. D.B.A. BZAM CANNABIS,An indica-dominant hybrid with a sweet diesel aroma and citrus and earthy flavours.,"B.C. Valley Gas from Dunn Cannabis is an indica-dominant strain with strong THC potential and a sweet diesel aroma that evokes citrus and earthy flavours. Grown in a micro production facility in Abbotsford, the buds are hang dried for 21 days in a cold room to preserve their terpenes before hand trimming. Proudly handcrafted in the birthplace of B.C. bud, this strain is for those who truly appreciate the care and attention that goes into a micro-grow.",3.5g,,https://cdn.ocs.ca/img/102696/00842650000357_00_compress_102696.jpg,EA,YES,26.52,12,21,27,0,0,0,1,0,0,3.5,Indica Dominant,,Indoor,0,00842650000357,102696,102696_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,210.000000,270.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Pink Velvet #44,Dunn Cannabis,BZAM MANAGEMENT INC. D.B.A. BZAM CANNABIS,An indica-dominant hybrid strain with very strong THC potency potential and berry fruit flavour to match its pink-hued buds.,"Rozay from Dunn Cannabis is an indica-dominant hybrid with very strong THC potency potential and notable sweet berry flavour. It’s a frosty and colourful strain with lots of reds and pinks to match its fruit-forward flavour profile. The product of a limited release genetic with only 50 mother stock seeds, Rozay is a rare offering that must be experienced, if only just to see the strikingly rose-coloured buds for yourself.",3.5g,,https://cdn.ocs.ca/img/102697/00842650001040_00_compress_102697.jpg,EA,YES,26.52,12,22,28,0,0,0,1,0,0,3.5,Indica Dominant,,Indoor,0,00842650001040,102697,102697_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,220.000000,280.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Go Steady Sunshine Bubble Kush,FIGR,CANADA'S ISLAND GARDEN INC,"A cross of Sunshine State’s Triangle Kush and the dank, bubble hash-esque ‘88 G13 Hashplant. A sugary, earthy flavour with a gentle, spicy aroma.","Go Steady Sunshine Bubble Kush is a balanced hybrid created by crossing the Sunshine State’s Triangle Kush with the dank, bubble hash-esque ‘88 G13 Hashplant. The strain has a sugary, earthy flavour with a gentle, spicy aroma of cloves and pine, followed by a citrusy perfume. The bud is compact and quite dense, with deep purple, almost black sugar leaves. It’s known for producing extremely potent flowers with potent THC levels. FIGR dried flower products are hand selected to ensure dense, high-quality buds are in every package.",3.5g,,https://cdn.ocs.ca/img/102699/00628242701747_00_compress_102699.jpg,EA,YES,17.89,12,22,29.5,0,0,0,2,0,0,3.5,Hybrid,"Beta-Caryophyllene,Limonene,Linalool,Myrcene,Myrcene",Hybrid-Greenhouse,0,00628242701747,102699,102699_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Hybrid-Greenhouse,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,220.000000,295.000000  mg/g,0.000000,20.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Sherbert Glue,Vertical,AGMEDICA BIOSCIENCE INC.,"Get your hands sticky with sweet, supreme powerhouse strain Sherbert Glue.","Sherbert Glue is an indica-dominant strain, bred from tSherbert Dab and GG #4. The chunky, trichome laden, resin-covered buds have a pungent, earthy aroma with a sweet, citrusy flavour profile. Get your hands sticky with this supreme powerhouse strain.",3.5g,,https://cdn.ocs.ca/img/102647/00842537000487_00_compress_102647.jpg,EA,YES,19.21,12,20,26,0,0,0,1,0,0,3.5,Indica Dominant,"Alpha-Pinene,Beta-Caryophyllene,Beta-Pinene,Limonene,Limonene",Indoor,0,00842537000487,102647,102647_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,OS.Haze,Original Stash,HEXO OPERATIONS INC.,OS.Haze is a single strain offering that features a rotating selection of quality flower from well-known haze strains.,"OS.Haze is a single strain offering that focuses on the characteristics of the haze family. Haze strains are known for tall, thin colas with dense trichomes that deliver dominant sweet and citrus aromas. This innovative product from Original Stash features a rotating selection of quality flower from well-known haze strains. We take special care during the plant’s growth to make sure only high-grade buds end up in each bag.",28g,,https://cdn.ocs.ca/img/102744/00697238121845_00_compress_102744.jpg,EA,NO,86.25,6,18,23,0,0,0,1,0,0,28,Sativa Dominant,,Hybrid-Greenhouse,0,00697238121845,102744,102744_28g___,0,0,0,,0,,6,,,,,-,Cocoa Fibre,Hybrid-Greenhouse,-,Rack and Tray,Machine Trimmed,,,,,,,,,,,180.000000,230.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,OS.Kush,Original Stash,HEXO OPERATIONS INC.,OS.Kush is a single strain offering that features a rotating selection of quality flower from well-known Kush strains.,OS.Kush is a single-strain offering that features a rotating selection of quality flower from well-known Kush strains. All Original Stash flower is grown with care to make sure only high-grade buds end up in each bag.,28g,,https://cdn.ocs.ca/img/102745/00697238121869_00_compress_102745.jpg,EA,YES,86.25,6,18,24,0,0,0,1,0,0,28,Indica Dominant,,Hybrid-Greenhouse,0,00697238121869,102745,102745_28g___,0,0,0,,0,,6,,,,,-,Cocoa Fibre,Hybrid-Greenhouse,-,Rack and Tray,Machine Trimmed,,,,,,,,,,,180.000000,240.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Gas Tank,Highland Grow,HIGHLAND GROW INC.,"We create something different for all the gas lovers! Working through our library of genetics, we release the best and gassiest lots as limited drops.","We at Highland Grow decided to create something different for all the gas lovers out there! As we were working through our library of genetics, we decided to release the best and gassiest lots as limited drops. We’ve been working with rare cuts like Pink Octane, El Jefe, Pink Mink, El Muerte, Pre98 Bubba, Cold Snap, Platinum Bubba, Pink Coast, and many more for the sole focus: GAS! Expect that dank, spicy, citrusy scent with the undertones of anise and sweet apple that we all know and love, in every bag. Coupled with frosty, dense potent indica buds.",3.5g,,https://cdn.ocs.ca/img/102748/00672632001221_00_compress_102748.jpg,EA,YES,33.15,12,25,30,0,0,0,10,0,0,3.5,Indica Dominant,,Indoor,0,00672632001221,102748,102748_3.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,250.000000,300.000000  mg/g,0.000000,100.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Diamond Breath,Highland Grow,HIGHLAND GROW INC.,Diamond breath is a well-balanced hybrid coated in a thick carpet of trichomes. Glistening like a layer of diamonds on each dense bud.,"Diamond breath is a well-balanced hybrid, taking qualities from both parents that evolve slowly through the smoke with a complex aroma and taste. Expect an earthy flavour balanced by an almost spicy note of sour fruit, that is smooth and full bodied. Each bud is a tapestry of greens, with emerald notes balanced by lime greens and even the occasional purple, coated in a thick carpet of trichomes. Glistening like a layer of diamonds on each dense bud.",3.5g,,https://cdn.ocs.ca/img/102749/00672632001122_00_compress_102749.jpg,EA,YES,33.15,12,26,32,0,0,0,1,0,0,3.5,Hybrid,"Caryophyllene,Farnasene,Limonene,Myrcene,Myrcene",Indoor,0,00672632001122,102749,102749_3.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,260.000000,320.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Caesar Salad,Salad Bar,ICHOR INC.,"Our Caesar Salad blends pungent, citrus and garlicky strains for a tasty and memorable experience worthy of the world’s favourite salad.","People have been making cannabis salads forever. At Salad Bar, we are stepping the salad up a notch by blending three or more thoughtfully selected cannabis cultivars in one bag. We work with different producers to bring together a unique mix of strains, creating collaboration within the industry, while allowing consumers to discover different complimentary flavours and effects. Our Caesar Salad blends whole-flower, pungent citrus- and garlicky strains for a tasty and memorable experience worthy of the world’s favourite salad. And at our value-driven price point, there’s no reason to ever skip a salad again.",28g,,https://cdn.ocs.ca/img/102751/00842262040000_00_compress_102751.jpg,EA,YES,66.34,6,14,20.5,0,0,0,1,0,0,28,Blend,"Alpha-Bisabolol,Alpha-Humulene,Alpha-Terpineol,Beta-Caryophyllene,Beta-Caryophyllene",Hybrid-Greenhouse,0,00842262040000,102751,102751_28g___,0,0,0,,0,,6,,,,,-,Rockwool,Hybrid-Greenhouse,-,Hang Dry,Machine Trimmed,,,,,,,,,,,140.000000,205.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Reserva Privada OG18,Strain Rec,Canveda Inc,An indica-dominant flower with a pungent smell and flavour of diesel with sour earthy notes.,"An indica-dominant, OG #18 conveys a pungent smell and flavour of diesel with sour earthy notes. Top 5 terpenes are: beta-caryophyllene, alpha-humulene, beta-pinene, d-limonene, alpha-bisabolol.",3.5g,,https://cdn.ocs.ca/img/102717/00628348000027_00_compress_102717.jpg,EA,YES,22.53,12,20,24,0,0,0,0,0,0,3.5,Indica Dominant,"Alpha-Bisabolol,Alpha-Humulene,Beta-Caryophyllene,Beta-Pinene,Beta-Pinene",Indoor,0,00628348000027,102717,102717_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,240.000000  mg/g,,,,NO
Flower,Dried Flower,Whole Flower,Billy's Pheno,Carmel,Carmel Pharms Corp.,"Billy's Pheno features the latest drop that was selected by our Flower Manager, for its unique terpene profile, bag appeal and cannabinoid profile.","At Carmel, incredible flower all starts with a pheno hunt, where we work through hundreds of seeds to find our unicorn. Billy's Pheno features the latest drop that was selected by our Flower Manager, for its unique terpene profile, bag appeal and cannabinoid profile. 
Because it’s just the right thing to do, all our flower is hang dried, hand trimmed, slow cold cured, and hand packaged. We believe fresh and terpy is best, so all our flower is packaged in a nitrogen flushed pouch that features a perfect airtight seal. Non irradiated, obviously.",3.5g,,https://cdn.ocs.ca/img/102719/00878865000370_00_compress_102719.jpg,EA,YES,32.49,12,26,32,0,0,0,2,0,0,3.5,Hybrid,,Indoor,0,00878865000370,102719,102719_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,260.000000,320.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Krush (Krussian),Nith & Grand,EMBLEM CANNABIS CORP.,"This flower is high in terps, providing an earthy aroma of hops and black pepper, with notes of pine and cedar.","Our BR has been nicknamed Krussian. This flower is faithful to its aromatic lineage of earth, hops and black pepper, with notes of pine and cedar. Once sparked, expect a sweet tropical flavour with a hint of lychee on the finish.",3.5g,,https://cdn.ocs.ca/img/102728/00882464005131_00_compress_102728.jpg,EA,YES,23.2,12,20,26,0,0,0,1,0,0,3.5,Indica Dominant,"Caryophyllene,Cedrene,Myrcene,Pinene,Pinene",Indoor,0,00882464005131,102728,102728_3.5g___,0,0,0,,0,,12,,,,,-,Soil,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Electric Punch,Delta 9,Delta 9 Bio-Tech Inc,"Electric Punch is a strain that definitely lives up to its name! Before grind, the aroma is pleasantly sweet with earthy and skunky undertones.","Electric Punch is a strain that definitely lives up to its name! This exotic cultivar has a rich deep purple base color laced throughout with beautiful bright orange pistils, all covered by a thick blanket of white, frosty trichomes. The medium sized buds are dense with an excellent tight trim that makes sure you don't get any extra leaf in your buds. Before grind, the aroma is pleasantly sweet with earthy and skunky undertones that are only enhanced after being ground.",3.5g,,https://cdn.ocs.ca/img/102726/00689285001553_00_compress_102726.jpg,EA,YES,15.6,24,18,24,0,0,0,1,0,0,3.5,Hybrid,,Indoor,0,00689285001553,102726,102726_3.5g___,0,0,0,,0,,24,,,,,-,Rockwool,Indoor,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,180.000000,240.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Crazy Rntz,Jenn's OG,Maricann Inc.,"Crazy Rntz is an exclusive indica-dominant strain of the highly sought after Rntz family combining the most flavourful, exotic strains available.","Crazy Rntz is an exclusive indica-dominant strain of the Rntz family originated in Los Angeles combining the most flavourful and exotic strains available. Expect a flavourful, sugary explosion when you try Rntz. Its dense grape-shaped olive green buds are supplemented with thin orange hairs, dark purple undertones, and a coating of frosty tiny white, purple-tinted crystal trichomes. Smells and tastes of sour grape candy abounds with a creamy mild fuel undertone. This profile is an expertly balanced representation of both ends of the spectrum. Aromas of hops, vanilla icing and nostalgic fruity flavours over a dank herbal foundation based on the terpenes caryophyllene, linalool, limonene. Offering a little mystery with its lineage Crazy Rntz is a cross of Rntz x Bonkers x Unknown Hybrid.",3.5g,,https://cdn.ocs.ca/img/102771/00627697100822_00_compress_102771.jpg,EA,YES,21.21,12,22,28,0,0,0,2,0,0,3.5,Indica Dominant,,Hybrid-Greenhouse,0,00627697100822,102771,102771_3.5g___,0,0,0,,0,,12,,,,,-,Soil Substitute,Hybrid-Greenhouse,-,Rack and Tray,Hand Trimmed,,,,,,,,,,,220.000000,280.000000  mg/g,0.000000,20.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Stinky Greens Organic Platinum Jelly Indica,Artisan Batch,INDIVA INC.,Stinky Greens Platinum Jelly indica is a cross between Jelly Breath and Platinum strains. It has a high THC range and terpenes > 1%.,"In the heart of Simcoe County, Ontario you’ll find a 3.5-acre property with an indoor cultivation facility. That’s where Stinky Greens Organic grows their high-quality cannabis. Their dedication & care for each plant is what makes their cannabis stand out. Platinum Jelly is grown in coco soil to allow sufficient air flow and water circulation. Grown using the sea of green method, Platinum Jelly is hand-watered then hang dried and cold-cured for 14 days. The buds are dry trimmed, then finished by hand to keep the integrity and the trichomes intact. Stinky Greens Platinum Jelly Indica is a cross between Jelly Breath and Platinum strains. Its olive green buds sport thick, orange hairs and a coating of tiny frosty white crystal trichomes. Platinum Jelly has a creamy, sugary, and fruity taste with hints of spice and flowers upon exhaling. The aroma is earthy and herbal with notes of grapes. Stinky Greens Platinum Jelly has a high THC range and terpenes >1%.",3.5g,,https://cdn.ocs.ca/img/102754/00800447001413_00_compress_102754.jpg,EA,YES,33.15,12,20,26,0,0,0,1,0,0,3.5,Indica Dominant,"Alpha-Pinene,Beta-Myrcene,Beta-Pinene,Delta-Limonene,Delta-Limonene",Indoor,0,00800447001413,102754,102754_3.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Kolab Project x Safari Flower Co. Dark Shadow Haze,Kolab Project,AUXLY OTTAWA INC,,,3.5g,,https://cdn.ocs.ca/img/102763/00628186229604_00_compress_102763.jpg,EA,YES,23.2,24,28,32,0,0,0,0,0,0,3.5,Sativa Dominant,"Beta-Caryophyllene,Beta-Myrcene,Beta-Ocimene,Beta-Pinene,Beta-Pinene",Indoor,0,00628186229604,102763,102763_3.5g___,0,0,0,,0,,24,,,,,-,Rockwool,Indoor,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,280.000000,320.000000  mg/g,,,,NO
Flower,Dried Flower,Whole Flower,Kolab Project x Lotus Cannabis Co. Tranquil Elephantizer,Kolab Project,AUXLY OTTAWA INC,"We have once again partnered with Lotus Cannabis Co. to launch Tranquil Elephantizer, a Bodhi Seeds cross between 88 G-13 Hashplant and Snow Lotus.","In an effort to build community, profile our partners, and offer transparency to consumers, Kolab Project launched the Growers Series. We are committed to showcasing the quality, the consistency, and the difference it makes when cannabis is grown in small batches, hand-tended, and hand-picked by dedicated growers. As part of this Growers Series release, we have once again partnered with Lotus Cannabis Co. to launch Tranquil Elephantizer, a Bodhi Seeds cross between 88 G-13 Hashplant and Snow Lotus. This indica has high THC potencies and a pungent earthy herb aroma that has a hint of sweetness. With terp content of up to 2.7%, top terpenes are limonene, caryophyllene, myrcene, farnesene and humulene.",3.5g,,https://cdn.ocs.ca/img/102764/00628186229611_00_compress_102764.jpg,EA,YES,23.2,24,23,29,0,0,0,0,0,0,3.5,Indica Dominant,"Beta-Myrcene,Farnasene,Limonene,Ocimene,Ocimene",Indoor,0,00628186229611,102764,102764_3.5g___,0,0,0,,0,,24,,,,,-,Rockwool,Indoor,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,230.000000,290.000000  mg/g,,,,NO
Flower,Dried Flower,Whole Flower,Kolab Project x Safari Flower Co. Sticky Monkey,Kolab Project,AUXLY OTTAWA INC,We have once again partnered with Safari Flower Co. to bring you Sticky Monkey. This indica from Seedstockers genetics comes from original GG#4.,"In an effort to build community, profile our partners, and offer transparency to consumers, Kolab Project launched the Growers Series. We are committed to showcasing the quality, the consistency, and the difference it makes when cannabis is grown in small batches, hand-tended, and hand-picked by dedicated growers. As part of this Growers Series release, we have once again partnered with Safari Flower Co. to bring you Sticky Monkey. This indica from Seedstockers genetics comes from original GG#4 genetics and it has a unique blend of diesel and earthy aromas with notes of myrcene, caryophyllene, limonene, humulene and the not often seen fenchol.",3.5g,,https://cdn.ocs.ca/img/102765/00628186229598_00_compress_102765.jpg,EA,YES,23.2,24,25,30,0,0,0,0,0,0,3.5,Indica Dominant,"Alpha-Humulene,Beta-Caryophyllene,Beta-Myrcene,Limonene,Limonene",Indoor,0,00628186229598,102765,102765_3.5g___,0,0,0,,0,,24,,,,,-,Rockwool,Indoor,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,250.000000,300.000000  mg/g,,,,NO
Flower,Dried Flower,Whole Flower,Ethos Glue,Laurentian Organic,Laurentian Organic Inc.,The indica-dominant Ethos Glue is a perfect combo of flavour and appearance. The plant produces massive light green flowers with purple calyxes.,"The indica-dominant Ethos Glue is a perfect combo of flavour and appearance. The plant produces massive light green flowers with purple calyxes. There are spicy, earthy flavours with a noticeable sour finish – a pure refined delight.",3.5g,,https://cdn.ocs.ca/img/102767/00817048000059_00_compress_102767.jpg,EA,YES,29.83,12,21,27,0,0,0,1,0,0,3.5,Indica Dominant,"Alpha-Humulene,Beta-Caryophyllene,Germacrene,Limonene,Limonene",Greenhouse,0,00817048000059,102767,102767_3.5g___,0,0,0,,0,,12,,,,,-,Soil,Greenhouse,-,Hang Dry,Hand Trimmed,,,,,,,,,,,210.000000,270.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Chocolate Marshmallows,Jenn's OG,Maricann Inc.,"Chocolate Marshmallows is an exotic, limited edition 50/50 hybrid of the legendary highly potent Gorilla Glue #4 crossed with Mint Chocolate Chip.","Chocolate Marshmallows is an exotic, limited edition 50/50 hybrid of the legendary highly potent Gorilla Glue #4 crossed with Mint Chocolate Chip. Its large dense brownish green buds look like Christmas trees covered in snow crystals highlighting dark evergreen shaded sugar leaves that are curved like crab claws with small dots of sapphire. Super sweet flavour of cocoa and toasted marshmallows with a earthy tinged finish. Chocolate Marshmallow's terpene profile is comprised of limonene (found in citrus fruit peels, such as lemon, orange, and lime), caryophyllene (often in black pepper and cinnamon), and camphene (reminiscent of needles and damp earth).",3.5g,,https://cdn.ocs.ca/img/102769/00627697100563_00_compress_102769.jpg,EA,YES,21.21,12,20,26,0,0,0,1,0,0,3.5,Hybrid,,Hybrid-Greenhouse,0,00627697100563,102769,102769_3.5g___,0,0,0,,0,,12,,,,,-,Soil Substitute,Hybrid-Greenhouse,-,Rack and Tray,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Dried Flower,Whole Flower,Peanut Butter Breath,Jonny Chronic,JC Green Cannabis Inc,Peanut Butter Breath crosses Mendobreath and Do-Si-Dos by renowned breeder ThugPug to create a violet flower coated in trichomes.,"Peanut Butter Breath from Jonny Chronic is an indica-dominant strain that produces violet buds with orange pistils. Containing caryophyllene, linalool, fenchol, and humulene terpenes, this strain has an aroma of kush and sugar. Peanut Butter Breath’s lineage consists of Do-Si-Dos and Mendobreath with every bud hang-dried and cured before it is hand-packaged by our team in Thorndale, ON.",3.5g,,https://cdn.ocs.ca/img/102756/00842833000273_00_compress_102756.jpg,EA,YES,23.2,12,19,25,0,0,0,1.99,0,0,3.5,Indica Dominant,"Caryophyllene,Fenchol,Humulene,Linalool,Linalool",Indoor,0,00842833000273,102756,102756_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,190.000000,250.000000  mg/g,0.000000,19.900000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Jellien,Joi Botanicals,Joi Botanicals Ltd,An indica-dominant strain created by combining Alien Cookies #1 with a backcross of Stardawg crossed with Jelly Breath. Hang dried and hand trimmed.,"Bred by In-House Genetics, Jellien is an indica-dominant strain created by combining Alien Cookies #1 with a backcross of Stardawg, which was then crossed with Jelly Breath. At Joi we hang dry, hand trim and cure in stainless steel containers for at least 14 days to ensure a quality finish. Glass jars are filled by hand and include humidity packs inside to maintain optimal freshness. Enjoi!",3.5g,,https://cdn.ocs.ca/img/102758/00628176705453_00_compress_102758.jpg,EA,YES,23.2,12,20,26,0,0,0,1,0,0,3.5,Indica Dominant,,Indoor,0,00628176705453,102758,102758_3.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Smoker Farms - Master Kush Ultra,BC Black,Joint Venture Craft Cannabis Inc.,"Proudly cultivated by BC Legacy OGs at Smoker Farms! Master Kush Ultra is a cross between G-13 and OG Kush, and is a legacy strain dating back 15 years.","Proudly cultivated by BC Legacy OGs at Smoker Farms! Master Kush Ultra is a cross between G-13 and OG Kush, and is a legacy strain dating back 15 years. Its tightly packed buds are dark green in colour and the nose is woody and peppery with hints of orange or citrus. This indica strain is grown hydroponically with flood tables and rockwool cubes and each plant is fed by Dosatron nutrient delivery system. It's flowers are meticulously trimmed and hung to dry before being hand-finished and packed in nitrogen for optimal freshness. Expect a one-of-a-kind taste and a smoke that is absolutely loaded with THC.",3.5g,,https://cdn.ocs.ca/img/102759/00628176675947_00_compress_102759.jpg,EA,NO,25.19,12,25,31.5,0,0,0,2,0,0,3.5,Indica Dominant,"Beta-Myrcene,Farnasene,Limonene,Linalool,Linalool",Indoor,0,00628176675947,102759,102759_3.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,250.000000,315.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Pineapple Buds - Hawaiian Pineapple,BC Black,Joint Venture Craft Cannabis Inc.,Hawaiian Pineapple is a Dole Whip x Cookies and Cream sativa cross. This sativa is known for its tropical aromas and creamy taste of pineapple.,"Hawaiian Pineapple is a Dole Whip x Cookies and Cream sativa cross. This sativa is known for its tropical aromas and creamy taste of pineapple. Hawaiian Pineapple brings a 1.4% CBG score in addition to its high potency. Expect buds in sativa structure, with pink hues and coated in trichomes.",3.5g,,https://cdn.ocs.ca/img/102760/00628176675572_00_compress_102760.jpg,EA,NO,26.52,12,24,28,0,0,0,1,0,0,3.5,Sativa Dominant,"Alpha-Humulene,Beta-Caryophyllene,Beta-Myrcene,Limonene,Limonene",Indoor,0,00628176675572,102760,102760_3.5g___,0,0,0,,0,,12,,,,,-,Aquaponics,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,240.000000,280.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Dried Flower,Whole Flower,Mandarin Cookies,Back Forty,AUXLY OTTAWA INC,This sativa-dominant strain pulls a tangy citrus flavour with a hint of sweet nuttiness on the exhale. A Cookies strain x Mandarin Sunset cross.,"Life's a little sweeter in the back forty and you won't want to wait for dessert to give our Mandarin Cookies a try! This sativa-dominant strain pulls a tangy citrus flavour with a hint of sweet nuttiness on the exhale. A cross of the classic Cookies strain and Mandarin Sunset, with some major limonene.",28g,,https://cdn.ocs.ca/img/102761/00628186229550_00_compress_102761.jpg,EA,YES,92.89,6,23,29,0,0,0,0,0,0,28,Sativa Dominant,"Alpha-Bisabolol,Alpha-Humulene,Beta-Caryophyllene,Beta-Myrcene,Beta-Myrcene",Greenhouse,0,00628186229574,102761,102761_28g___,0,0,0,,0,,6,,,,,-,Cocoa Fibre,Greenhouse,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,230.000000,290.000000  mg/g,,,,NO
Flower,Dried Flower,Whole Flower,Mandarin Cookies,Back Forty,AUXLY OTTAWA INC,This sativa-dominant strain pulls a tangy citrus flavour with a hint of sweet nuttiness on the exhale. A Cookies strain x Mandarin Sunset cross.,"Life's a little sweeter in the back forty and you won't want to wait for dessert to give our Mandarin Cookies a try! This sativa-dominant strain pulls a tangy citrus flavour with a hint of sweet nuttiness on the exhale. A cross of the classic Cookies strain and Mandarin Sunset, with some major limonene.",3.5g,,https://cdn.ocs.ca/img/102761/00628186229550_00_compress_102761.jpg,EA,YES,15.23,24,23,29,0,0,0,0,0,0,3.5,Sativa Dominant,"Alpha-Bisabolol,Alpha-Humulene,Beta-Caryophyllene,Beta-Myrcene,Beta-Myrcene",Greenhouse,0,00628186229550,102761,102761_3.5g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Greenhouse,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,230.000000,290.000000  mg/g,,,,NO
Flower,Dried Flower,Whole Flower,Pineapple Nuken,Divvy,EMBLEM CANNABIS CORP.,"A cross between Pineapple Haze and Nuken, this hybrid is a fave for its fluffy, round buds and exotic terp profile.","A cross between Pineapple Haze and Nuken, this hybrid is a fave for its fluffy, round buds and exotic terp profile. A sweet fruity aroma with earthy undertones thanks to its exotic terp profile high in ocimene,  farnesene, and caryophyllene.",14g,,https://cdn.ocs.ca/img/102731/00882464005582_00_compress_102731.jpg,EA,NO,43.11,12,16,20,0,0,0,1,0,0,14,Sativa Dominant,"Bisabolol,Caryophyllene,Myrcene,Ocimene,Ocimene",Hybrid-Greenhouse,0,00882464005582,102731,102731_14g___,0,0,0,,0,,12,,,,,-,Rockwool,Hybrid-Greenhouse,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,160.000000,200.000000  mg/g,0.000000,10.000000  mg/g,,NO
