SKU,Product_Name,Brand_Name,BC_INDIGENOUS_PRODUCT,SubCategory,Class,Origin_Country,Origin_Region,Origin_SubRegion,SU_Qty_In_Each_Case,SU_CODE,SU_CODE_TYPE,CASE_CODE,CASE_CODE_TYPE,SU_product_net_size,SU_product_net_size_uom,SU_volume_equivalency,SU_volume_equivalency_UOM,CASE_WEIGHT,CASE_WEIGHT_UOM,Strain,Species,PER_ACTIVATION_CBD_MAX,PER_ACTIVATION_CBD_MIN,PER_ACTIVATION_CBD_UOM,PER_ACTIVATION_THC_MAX,PER_ACTIVATION_THC_MIN,PER_ACTIVATION_THC_UOM,PER_DISCRETE_UNIT_CBD_MAX,PER_DISCRETE_UNIT_CBD_MIN,PER_DISCRETE_UNIT_CBD_UOM,PER_DISCRETE_UNIT_THC_MAX,PER_DISCRETE_UNIT_THC_MIN,PER_DISCRETE_UNIT_THC_UOM,PER_RETAIL_UNIT_CBD_MAX,PER_RETAIL_UNIT_CBD_MIN,PER_RETAIL_UNIT_CBD_UOM,PER_RETAIL_UNIT_THC_MAX,PER_RETAIL_UNIT_THC_MIN,PER_RETAIL_UNIT_THC_UOM,Extraction_Process,Packaging_Material,Consumption_Method,Harvesting_Method,Growing_Method,Terpene_1_Type,Terpene_2_Type,Terpene_3_Type,Number_of_consumer_items,Consumer_item_size,Consumer_item_size_uom,Ecomm_Short_Description,Ecomm_Long_Description
1030659,CALIFORNIA DREAMING PRE-ROLLS,Choice Growers Cannabis,N,Pre-roll,Hybrid,Canada,Alberta,Strathmore,12,00629088000896,GTIN,00629088100893,GTIN,2.5,GRAM,2.5,GRAM,220,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,230,180,mg/g,,POLYPROPYLENE,,,INDOOR,LIMONENE,BETA_MYRCENE,BETA_CARYOPHYLLENE,5,0.5,GRAM,Indica-dominant hybrid with citrus and fruity flavours.,"This indica-dominant hybrid strain pulls its genetics from the Mexican and Afghani lineage. These large, hairy, crystal-coated buds are packed with sweet citrus and fruity flavours that give this strain a robust skunky smell."
1030667,CHEM HINDU GLUE PRE-ROLLS,Choice Growers Cannabis,N,Pre-roll,Hybrid,Canada,Alberta,Strathmore,12,00629088001206,GTIN,00629088101203,GTIN,2.5,GRAM,2.5,GRAM,220,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,223,190,mg/g,,POLYPROPYLENE,,,INDOOR,LINALOOL,LIMONENE,CARYOPHYLLENE,5,0.5,GRAM,Five high-THC pre-rolls with earthy and spicy aromas.,"Chem Hindu Glue Pre-rolls combine Hindu Kush and Gorilla Glue to create this high-THC, indica-dominant strain. Each pack includes five pre-rolls with fresh earthy aromas and full-bodied spicy undertones."
1030675,BLUEBERRY VAPE CARTRIDGE,PHYTO,N,Inhalable Extracts,Cartridge,Canada,Ontario,Etobicoke,12,00842572000008,GTIN,10842572000005,GTIN,1,GRAM,4,GRAM,320,GRAM,,BLEND,,,,,,,,,,,,,0.5,0,mg/g,900,800,mg/g,CO2,PLASTIC,,,,,,,1,1,GRAM,THC-dominant 1g vape cartridge.,Blueberry flavoured 1g vape cartridge. These cartridges offer a distillate product made from all-natural terpenes. Compatible with 510 thread.
1030683,PINK KUSH VAPE CARTRIDGE,PHYTO,N,Inhalable Extracts,Cartridge,Canada,Ontario,Etobicoke,12,00842572000039,GTIN,10842572000036,GTIN,1,GRAM,4,GRAM,320,GRAM,,BLEND,,,,,,,,,,,,,0.5,0,mg/g,900,800,mg/g,CO2,PLASTIC,,,,,,,1,1,GRAM,THC-dominant 1g vape cartridge.,Pink Kush flavoured 1g vape cartridge. These cartridges offer a distillate product made from all-natural terpenes. Compatible with 510 thread.
1030691,STARWALKER KUSH,Good Supply,N,Flower,Indica,Canada,Ontario,Leamington,24,00694144008598,GTIN,20694144008592,GTIN,3.5,GRAM,3.5,GRAM,540,GRAM,,INDICA,,,,,,,,,,,,,9.9,0,mg/g,230,170,mg/g,,POLYPROPYLENE,,,GREENHOUSE,NEROLIDOL,CARYOPHYLLENE,BETA_PINENE,1,3.5,GRAM,"High-THC, indica-dominant strain with spicy diesel notes.","High-THC, indica-dominant strain with spicy diesel notes."
1030709,BC ORGANIC SUNSET ZKTZ LIVE ROSIN,Simply Bare,N,Inhalable Extracts,Resin and Rosin,Canada,British Columbia,Delta,6,00688318000891,GTIN,10688318000898,GTIN,1,GRAM,4,GRAM,420,GRAM,SUNSET ZKITTLEZ,,,,,,,,,,,,,,10,0,mg/g,760,680,mg/g,HEAT,GLASS,,,,PINENE,LIMONENE,BETA_CARYOPHYLLENE,1,1,GRAM,Live rosin with aromas of berries and candy.,"BC Organic Sunset ZKTZ Live Rosin is an indica-dominant cross of Sunset Sherbet and Zkittlez with aromas of berries and candy. Made from fresh-frozen, terpene-rich whole flower and extracted (solventless) to form a rich, potent sap with a terpene profile of beta-caryophyllene, limonene, and pinene. Cold cured before being placed in an anti-stick glass container."
1030717,DIMENSION CBD SOFTGELS,Emprise Canada,N,Ingestible Extracts,Capsule and Pills,Canada,Alberta,Olds,6,00837050000373,GTIN,18370500003733,GTIN,30,EACH,0.14,GRAM,280,GRAM,,BLEND,,,,,,,55,45,mg,,,,,,,90,0,mg,ETHANOL,POLYETHYLENE_TEREP,,,,,,,30,1,EACH,Thirty gelatin capsules with approx. 50mg of CBD each.,Thirty capsules with a CBD-dominant formulation that contains approximately 50mg CBD and a trace of THC per capsule. Formulated using cannabis CBD distillate and coconut-derived MCT oil. Contains gelatin.
1030725,SIMPLE STASH INDICA,Simple Stash,N,Flower,Indica,Canada,Ontario,Smithfalls,6,00688083004896,GTIN,10688083004893,GTIN,28,GRAM,28,GRAM,400,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,190,140,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,TERPENE_VARIES,,,1,28,GRAM,,
1030741,OS.RESERVE HYBRID BLEND,HEXO,N,Flower,Hybrid,Canada,Ontario,Belleville,24,00697238113413,GTIN,40697238113411,GTIN,7,GRAM,7,GRAM,517,GRAM,,HYBRID,,,,,,,,,,,,,10,0,mg/g,270,200,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,,,,1,7,GRAM,,
1030758,SIMPLE STASH SATIVA,Simple Stash,N,Flower,Sativa,Canada,Ontario,Smithfalls,6,00688083004902,GTIN,10688083004909,GTIN,28,GRAM,28,GRAM,400,GRAM,,SATIVA,,,,,,,,,,,,,10,0,mg/g,190,140,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,TERPENE_VARIES,,,1,28,GRAM,,
1030766,INDICA PRE-ROLL,TWD,N,Pre-roll,Indica,Canada,Ontario,Smith Falls,12,00688083004483,GTIN,10688083004480,GTIN,6,GRAM,6,GRAM,540,GRAM,,INDICA,,,,,,,,,,,,,1,0,mg/g,240,180,mg/g,,OTHER_THAN_METAL,,,HYBRID_GREENHOUSE,PINENE,MYRCENE,CARYOPHYLLENE,12,0.5,GRAM,,
1030774,SATIVA PRE-ROLL,TWD,N,Pre-roll,Sativa,Canada,Ontario,Smith Falls,12,00688083004476,GTIN,10688083004473,GTIN,6,GRAM,6,GRAM,540,GRAM,BLEND,SATIVA,,,,,,,,,,,,,1,0,mg/g,240,180,mg/g,,OTHER_THAN_METAL,,,HYBRID_GREENHOUSE,TERPINOLENE,MENTHOL,CYMENE,12,0.5,GRAM,,
1030782,SATIVA AND STRAWBERRY GUMMY,TWD,N,Edibles,Chews,Canada,Ontario,Smith Falls,12,00688083003431,GTIN,10688083003438,GTIN,17.5,GRAM,1.17,GRAM,390,GRAM,,SATIVA,,,,,,,,,,2,2,mg,1,0,mg,,,,CO2,POLYETHYLENE_TEREP,,,,,,,5,3.5,GRAM,"Five strawberry-flavoured, sativa-dominant gummies with 2mg of THC each.","Five naturally strawberry-flavoured, cannabis-infused gummies containing 2mg of THC each. These gummies are made using sativa-dominant cannabis distillate."
1030790,SLURRICANE,WEED ME,N,Flower,Indica,Canada,Ontario,PICKERING,12,00843087000903,GTIN,20843087000907,GTIN,3.5,GRAM,3.5,GRAM,240,GRAM,,INDICA,,,,,,,,,,,,,1,0,mg/g,250,200,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,LIMONENE,HUMULENE,CARYOPHYLLENE,1,3.5,GRAM,"High-THC, indica-dominant hybrid with creamy and tropical berry notes.","High-THC Slurricane is an indica-dominant hybrid with a terpene profile of caryophyllene, humulene, and limonene that contributes to this strain's heavy aromas of creamy OG with undertones of tropical berries. It is made by crossing Do-Si-Dos and Purple Punch."
1030808,SLURRICANE PRE-ROLL,Weed Me,N,Pre-roll,Indica,Canada,Ontario,Pickering,24,00843087000910,GTIN,20843087000914,GTIN,1.5,GRAM,1.5,GRAM,300,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,270,210,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,LIMONENE,HUMULENE,CARYOPHYLLENE,3,0.5,GRAM,"High-THC, indica-dominant hybrid with creamy and tropical berry notes.","High-THC Slurricane is an indica-dominant hybrid with a terpene profile of caryophyllene, humulene, and limonene that contributes to this strain's heavy aromas of creamy OG with undertones of tropical berries. It is made by crossing Do-Si-Dos and Purple Punch. The cannabis is milled and then filled into lightweight paper cones with a paper mouthpiece and is available in a pack of three 0.5g pre-rolls."
1030816,COASTAL KUSH,Reef Organic,N,Flower,Hybrid,Canada,Nova Scotia,Brooklyn,12,00843866000421,GTIN,12843866000426,GTIN,3.5,GRAM,3.5,GRAM,320,GRAM,COLD CREEK KUSH,INDICA,,,,,,,,,,,,,10,0,mg/g,250,200,mg/g,,PLASTIC,,,,OCIMENE,MYRCENE,CARYOPHYLLENE,1,3.5,GRAM,"Organic, high-THC, indica-dominant strain with floral and citrus notes.","Reef Organic’s Coastal Kush is grown organically and sustainably in living soil and aquaponic water with living koi in small indoor batches. High-THC indica-dominant hybrid that crosses the potent MK Ultra and fellow Colorado native Chemdawg 91, this Cold Creek Kush has a unique terpene profile of ocimene, myrcene, and caryophyllene, producing an intense, spicy and herbaceous aroma, with notes of mahogany, sweet flowers, and citrus. Small batch drying and extended cold cure creates consistent moisture levels and potency levels, as well as a white ash and clean burn."
1030824,SNOW GOD LIVE ROSIN,Good Buds Company,N,Inhalable Extracts,Resin and Rosin,Canada,British Columbia,Salt Spring Island,12,00897478000300,GTIN,10897478000307,GTIN,0.5,GRAM,2,GRAM,1120,GRAM,SNOW GOD,,,,,,,,50,0,mg/g,850,650,mg/g,,,,,,,BUTANE,TIN,,,,,,,1,0.5,GRAM,,
1030832,WEDDING CRASHER,Tenzo,N,Flower,Hybrid,Canada,Alberta,Edmonton,30,00628504701294,GTIN,10628504701291,GTIN,1,GRAM,1,GRAM,920,GRAM,,INDICA,,,,,,,,,,,,,20,7.5,mg/g,240,170,mg/g,,PLASTIC,,,INDOOR,TERPINOLENE,PINENE,LIMONENE,1,1,GRAM,,
1030840,PEANUT BUTTER MAC,BLKMKT,N,Flower,Hybrid,Canada,Alberta,Edmonton,12,00834407000048,GTIN,10834407000168,GTIN,3.5,GRAM,3.5,GRAM,1538,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,GLASS,,,INDOOR,PINENE,LIMONENE,CARYOPHYLLENE,1,3.5,GRAM,High-THC indica dominant flower with earthy and nutty notes.,"Peanut Butter MAC is a high-THC cross between the evenly balanced Peanut Butter Breath and Miracle Alien Cookies (MAC). Earthy and nutty, with a rich herbal overtone. This indica-dominant hybrid features a strong terpene profile packed full of limonene, pinene, caryophyllene, and humulene."
1030857,HEADSTASH 510 VAPE CARTRIDGE,Broken Coast Cannabis,N,Inhalable Extracts,Cartridge,Canada,Ontario,Leamington,12,00628242320559,GTIN,20628242320553,GTIN,0.5,GRAM,2,GRAM,380,GRAM,,INDICA,,,,,,,,,,,,,9.99,0,mg/g,850,750,mg/g,ETHANOL,CORRUGATED_SOLID,,,,MYRCENE,LIMONENE,BETA_CARYOPHYLLENE,1,0.5,GRAM,"Indica-dominant Headstash vape cartridge with earthy, woody, and zesty aromas.","Indica-dominant Headstash’s visceral flowers have found their way into Broken Coast's new 510 Carts. The Headstash flower is revered for its beautiful frosty purples and bright greens in an exceptionally dense flower, recreated in 510 Carts its aroma and flavour profile hold up remarkably similarly. The dominant terpene profile includes Caryophyllene, Limonene, and Terpineol — so this funky kush is abundant with earthy, woody and zesty aromas. Each 510 Cart contains a 0.5g fill of 80% THC and native terpenes make this a true-to-flower experience."
1030865,FROST MONSTER 510 VAPE CARTRIDGE,Broken Coast Cannabis,N,Inhalable Extracts,Cartridge,Canada,Ontario,Leamington,12,00628242320542,GTIN,20628242320546,GTIN,0.5,GRAM,2,GRAM,380,GRAM,,HYBRID,,,,,,,,,,,,,9.99,0,mg/g,850,750,mg/g,ETHANOL,CORRUGATED_SOLID,,,,MYRCENE,LIMONENE,BETA_CARYOPHYLLENE,1,0.5,GRAM,"Frost Monster vape cartridge with a true-to-flower experience. Notes of pepper, earth, and spice.","A Broken Coast OG, Frost Monster, has a brand-new look in 510 Vapes. Known for its especially frosty, dense and emerald green buds that give off sweet, sour and spicy aromas, Frost Monster in distillate is virtually identical to its experience in flower. Dominant terpenes include Caryophyllene, Limonene and Linalool, which impart a peppery, earthy and spicy flavour that parallels the flower flawlessly. Engineered to be a true representation of Broken Coast strains in distillate form."
1030873,TANGIE KUSH 510 CARTRIDGE,Good Supply,N,Inhalable Extracts,Cartridge,Canada,Ontario,Leamington,12,00694144009618,GTIN,20694144009612,GTIN,1,GRAM,4,GRAM,668,GRAM,,SATIVA,,,,,,,,,,,,,9.99,0,mg/g,900,750,mg/g,ETHANOL,CORRUGATED_SOLID,,,,,,,1,1,GRAM,"Sativa-dominant, Tangie Kush vape cartridge with notes of citrus, skunk, and earth.","Get down with the citrus. Tangie Kush has arrived in high potency distillate form and is 100% plant based. You'll know what we mean when we say sweet tangerine. Prepare to experience notes of citrus, skunk, and earth."
1030881,MANDARIN COOKIE PRE-ROLL,Weed Me,N,Pre-roll,Sativa,Canada,Ontario,Pickering,24,00843087000859,GTIN,20843087000853,GTIN,1.5,GRAM,1.5,GRAM,650,GRAM,,SATIVA,,,,,,,,,,,,,10,0,mg/g,300,230,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,LIMONENE,CEDRENE,CARYOPHYLLENE,3,0.5,GRAM,"High-THC, sativa-dominant hybrid with flavors of sweet, citrus and diesel.","Mandarin Cookie is a sativa-dominant hybrid with flavors of sweet, citrus and diesel. Expect an earthy kushy aroma with strong citrus overtones thanks to its terpenes of Caryophyllene, Cedrene, and Limonene. Mandarin Cookie is made by crossing Forum Cut Cookies and Mandarin Sunset. The cannabis is milled and then filled into light-weight paper cones with a paper mouth piece."
1030899,BALANCE OIL 15,Pure Sunfarms,N,Ingestible Extracts,Oils and Tinctures,Canada,British Columbia,Delta,12,00628188001147,GTIN,10628188001144,GTIN,30,MILLILITER,0.4,GRAM,1220,GRAM,,,,,,,,,,,,,,,17,13,mg/g,17,13,mg/g,CO2,CORRUGATED_SOLID,,,,,,,1,30,MILLILITER,High-THC and CBD distillate blended with a natural MCT oil.,"Pure Sunfarms Balance Oil 15 is a high potency ingestible oil created to deliver 15mg/ml of both THC and CBD, tailored for those seeking the advantages of each cannabinoid. Distillate is blended in a natural, coconut derived MCT oil and has a subtle flavour. Packaged in a recyclable amber glass bottle, it is easily measured with a syringe for precision and control. Every component is tested for purity, quality, and safety."
1030907,WHITE WEDDING,MSIKU,N,Flower,Hybrid,Canada,Nova Scotia,Lower Sackville,12,00182373000020,GTIN,20182373000024,GTIN,3.5,GRAM,3.5,GRAM,540,GRAM,WEDDING CAKE CROSS,HYBRID,,,,,,,,,,,,,1,0,mg/g,270,210,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,LIMONENE,CARYOPHYLLENE,1,3.5,GRAM,High-THC hybrid with earthy notes and coffee undertones.,"This high-THC, hybrid flower produces a vibrant, purple and green strain coated in a heavy layer of trichomes. Produced from Wedding Cake and GSC, White Wedding is hang-dried and hand-trimmed, featuring earthy notes with coffee undertones."
1030915,NOVA GLUE,MSIKU,N,Flower,Hybrid,Canada,Nova Scotia,Lower Sackville,12,00182373000143,GTIN,20182373000147,GTIN,3.5,GRAM,3.5,GRAM,540,GRAM,GG4 CROSS,HYBRID,,,,,,,,,,,,,1,0,mg/g,260,210,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,HUMULENE,CARYOPHYLLENE,1,3.5,GRAM,High-THC hybrid with an aroma of citrus peel and cloves.,"Nova Glue by Msiku is a high-THC hybrid from the lineage GG4, Sour Diesel, and Cookies. Hang-dried and hand-trimmed, this flower produces a heavy resin and trichome density, and has an aroma of citrus peel and cloves."
1030923,PEGGY'S PRIDE,MSIKU,N,Flower,Sativa,Canada,Nova Scotia,Lower Sackville,12,00182373000068,GTIN,20182373000062,GTIN,3.5,GRAM,3.5,GRAM,536,GRAM,,SATIVA,,,,,,,,,,,,,1,0,mg/g,240,200,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,LIMONENE,CARYOPHYLLENE,1,3.5,GRAM,"High-THC, sativa-dominant strain with sweet cinnamon and fruity undertones.","High-THC, sativa-dominant flower descended from Cookies Cross, and has large, dense, frosty buds with spicy notes of cinnamon, combined with sweet fruity undertones. Hang-dried and hand-trimmed."
1030931,GELATTI,MSIKU,N,Flower,Indica,Canada,Nova Scotia,Lower Sackville,12,00182373000105,GTIN,20182373000109,GTIN,3.5,GRAM,3.5,GRAM,540,GRAM,GELATO CROSS,INDICA,,,,,,,,,,,,,1,0,mg/g,250,210,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,HUMULENE,CARYOPHYLLENE,1,3.5,GRAM,"Indica-dominant, high-THC flower with a spicy aroma and earthy undertones.","Gelatti by Msiku is an indica-dominant, high-THC flower with Gelato and OG Kush as its parents. This flower produces large dense buds with a thick layer of trichomes and a spicy aroma with hints of hops and earthy undertones. Hang-dried and hand-trimmed."
1030949,KUSH COOKIES,OMY,N,Flower,Indica,Canada,Ontario,Pickering,12,00628176600451,GTIN,10628176600472,GTIN,3.5,GRAM,3.5,GRAM,500,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,280,230,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,LIMONENE,CEDRENE,1,3.5,GRAM,High-THC indica strain with a woody aroma and hints of citrus.,"Kush Cookies is a high-THC indica strain from the lineage Garlic Cookies and Oz Kush. This flower produces a woody aroma with hints of citrus from its rich terpenes including limonene and myrcene. The flowers are dense with light and dark green leaves and a frosty trichome covering. Grown in Quebec, and shipped from Ontario, Kush Cookies are hybrid greenhouse-grown, hand-harvested, and hang-dried."
1030956,SOUR GRAPE LIVE RESIN VAPE CARTRIDGE,Black NGL,N,Inhalable Extracts,Cartridge,Canada,Alberta,Red Deer,12,00843686040270,GTIN,10843686040277,GTIN,0.5,GRAM,2,GRAM,450,GRAM,,SATIVA,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,PLASTIC,,,,LIMONENE,HUMULENE,CARYOPHYLLENE,1,0.5,GRAM,,
1030964,BANANA PUNCH LIVE RESIN VAPE CARTRIDGE,White NGL,N,Inhalable Extracts,Cartridge,Canada,Alberta,Red Deer,12,00843686039274,GTIN,10843686039271,GTIN,0.5,GRAM,2,GRAM,312,GRAM,,INDICA,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,PLASTIC,,,,PINENE,LIMONENE,CARYOPHYLLENE,1,0.5,GRAM,"Full-spectrum, indica-dominant live resin cart.","WhiteNGL's Live Resin cartridges contain the original full-spectrum of cannabinoids, flavonoids, and terpenes of a recognized fresh-frozen indica strain (Banana Punch). Made using a patented hydrocarbon extraction process, the live resin cartridge is compatible with a 510-thread battery."
1030972,OS. KLIK BLUE DREAM,Original Stash,N,Inhalable Extracts,Other Inhalable Extracts,Canada,Ontario,Belleville,12,00697238112317,GTIN,40697238112315,GTIN,1,GRAM,4,GRAM,320,GRAM,,,,,,,,,,,,,,,10,0,mg/g,800,700,mg/g,CO2,POLYETHYLENE_TEREP,,,,MYRCENE,HUMULENE,CARYOPHYLLENE,1,1,GRAM,,
1030980,CHAPTER 1 BADDER,Stigma Grow,N,Inhalable Extracts,Other Inhalable Extracts,Canada,Alberta,Red Deer,12,00843686031230,GTIN,10843686031237,GTIN,0.5,GRAM,2,GRAM,1140,GRAM,,,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,GLASS,,,,,,,1,0.5,GRAM,Creamy concentrate made using hydrocarbon extraction.,"Chapter 1 Badder, also referred to as ""Cake Batter"" comes in a variety of hybrid strains and represents the second extract product offered by Stigma Grow. Badder offers strong aromas and a creamy texture that is created via a unique and efficient hydrocarbon extraction process."
1030998,CHAPTER 1 LIVE RESIN BUDDER,Stigma Grow,N,Inhalable Extracts,Other Inhalable Extracts,Canada,Alberta,Red Deer,12,00843686022252,GTIN,10843686022259,GTIN,0.5,GRAM,2,GRAM,1120,GRAM,,,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,GLASS,,,,,,,1,0.5,GRAM,"Live resin budder with whipped texture and aromas of citrus, pine, and pepper.","Chapter 1 Live Resin Budder is extracted from fresh-frozen, single-strain Bud Run cannabis. It has a whipped texture and a terpene-rich profile with aromas of citrus, pine, and pepper."
1031004,INDICA SHATTER,Dab Bods,N,Inhalable Extracts,Shatter,Canada,Alberta,Red Deer,12,00843686019214,GTIN,10843686019211,GTIN,0.5,GRAM,2,GRAM,180,GRAM,,,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,PLASTIC,,,,,,,1,0.5,GRAM,Indica and THC-dominant shatter with glass-like consistency.,"Dab Bod's indica-dominant shatter is a THC-dominant, hydrocarbon cannabis concentrate with a translucent, glass-like consistency."
1031012,BLUE IGUANA PRE-ROLL,Weed Me,N,Pre-roll,Indica,Canada,Ontario,Pickering,24,00843087000934,GTIN,20843087000938,GTIN,1.5,GRAM,1.5,GRAM,650,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,320,240,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,PINENE,LIMONENE,CARYOPHYLLENE,3,0.5,GRAM,"High-THC, hybrid cross between Double Dutch and Old Time Moonshine.","Blue Iguana is a hybrid cross between Double Dutch and Old Time Moonshine. With its buds resembling a large, well-fed iguana, this strain boasts a very strong THC potency potential. Though it emits a potent skunky earthy aroma, its terpene profile (Caryophyllene, Limonene, Pinene) contributes to its flavours of dried fruit, spice and deep musk. The cannabis is milled and then filled into light-weight paper cones with a paper mouth piece."
1031020,POWDERED DONUTS PRE-ROLL,Weed Me,N,Pre-roll,Indica,Canada,Ontario,Pickering,24,00843087000958,GTIN,20843087000952,GTIN,1.5,GRAM,1.5,GRAM,650,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,320,250,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,PINENE,MYRCENE,LIMONENE,3,0.5,GRAM,"High-THC, indica dominant hybrid made by crossing Orange Cookies and Jet Fuel Gelato.","Powdered Donuts is an indica dominant hybrid made by crossing Orange Cookies and Jet Fuel Gelato. It has a very strong THC potency potential and exhibits a tangy aroma of sweet citrus thanks to its terpenes of Limonene, Myrcene, and Pinene. This light minty green colored flower showcases the taste of sweet fruity citrus. The cannabis is milled and then filled into light-weight paper cones with a paper mouth piece."
1031038,INDICA SHATTER,Dab Bods,N,Inhalable Extracts,Shatter,Canada,Alberta,Red Deer,12,00843686019221,GTIN,10843686019228,GTIN,1,GRAM,4,GRAM,180,GRAM,,,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,PLASTIC,,,,,,,1,1,GRAM,,
1031046,SATIVA SHATTER,Dab Bods,N,Inhalable Extracts,Shatter,Canada,Alberta,Red Deer,12,00843686020210,GTIN,10843686020217,GTIN,0.5,GRAM,2,GRAM,180,GRAM,,,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,PLASTIC,,,,,,,1,0.5,GRAM,Hydrocarbon cannabis concentrate with high cannabanoid potency.,"Dab Bods' indica-dominant shatter is a hydrocarbon cannabis concentrate with high cannabanoid potency and a translucent, glass-like consistency that can be consumed via a dab vape or added to dry flower."
1031053,SATIVA SHATTER,Dab Bods,N,Inhalable Extracts,Shatter,Canada,Alberta,Red Deer,12,00843686020227,GTIN,10843686020224,GTIN,1,GRAM,4,GRAM,180,GRAM,,,,,,,,,,,,,,,3.75,0,mg/g,920,680,mg/g,BUTANE,PLASTIC,,,,,,,1,1,GRAM,Sativa-heavy shatter.,"Dab Bods sativa-heavy shatter offers a high-quality hydrocarbon cannabis concentrate with impressive cannabanoid potencies up to 80% and a translucent, glass-like consistency that is easy to dab vape or add to dry flower."
1031095,OS.RESERVE HYBRID BLEND,HEXO,N,Flower,Hybrid,Canada,Ontario,Belleville,24,00697238113291,GTIN,40697238113299,GTIN,3.5,GRAM,3.5,GRAM,429,GRAM,BLEND,HYBRID,,,,,,,,,,,,,10,0,mg/g,270,200,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,,,,1,3.5,GRAM,,
1031111,MANGO KUSH HYBRID,Spherex,N,Inhalable Extracts,Cartridge,Canada,Ontario,Aylmer,12,00848876000010,GTIN,10848876000017,GTIN,0.5,GRAM,2,GRAM,240,GRAM,,HYBRID,,,,,,,,,,,,,20,0,mg/g,872,810,mg/g,CO2,POLYETHYLENE_TEREP,,,,MYRCENE,LIMONENE,BETA_CARYOPHYLLENE,1,0.5,GRAM,,
1031129,OKANNA CRAFT - K-TOWN KISH,BC Black,N,Flower,Indica,Canada,British Columbia,Salmon Arm,12,00628176675442,GTIN,10628176675449,GTIN,3.5,GRAM,3.5,GRAM,710,GRAM,GODSBERRY,INDICA,,,,,,,,,,,,,10,0,mg/g,250,210,mg/g,,TIN,,,INDOOR,OCIMENE,FARNESENE,CARYOPHYLLENE,1,3.5,GRAM,,
1031137,KOOTENAY AEROPONICS - NUKEN SOUR DIESEL,BC Black,N,Flower,Sativa,Canada,British Columbia,Salmon Arm,12,00628176675510,GTIN,10628176675517,GTIN,3.5,GRAM,3.5,GRAM,722,GRAM,MOOSEKNUCKLE,SATIVA,,,,,,,,,,,,,10,0,mg/g,300,240,mg/g,,TIN,,,INDOOR,LIMONENE,FARNESENE,CARYOPHYLLENE,1,3.5,GRAM,"High-THC, sativa-dominant hybrid with sweet fruity flavour.","Nuken Sour Diesel is a high-THC, sativa-dominant hybrid derived predominantly from Nuken with a twist of Lemon Sour Diesel. This cultivar has purple colas with sticky, sweet-smelling trichomes. Grown by Kootenay Aeroponics it has a sweet fruity flavour with earthy pine undertones from a terpene profile of caryophyllene, farnesene, and limonene."
1031145,GRAND DADDY PURPLE INDICA,Spherex,N,Inhalable Extracts,Cartridge,Canada,Ontario,Aylmer,12,00848876000171,GTIN,10848876000178,GTIN,0.5,GRAM,2,GRAM,240,GRAM,,INDICA,,,,,,,,,,,,,20,0,mg/g,872,810,mg/g,CO2,POLYETHYLENE_TEREP,,,,MYRCENE,BETA_CARYOPHYLLENE,ALPHA_PINENE,1,0.5,GRAM,Indica-dominant THC cartridge with flavours of grape and berry.,Grand Daddy Purple is a THC-dominant cartridge from the lineage Big Bud and Purple Urkle. This indica-dominant cartridge has a flavour profile that include a blend of mild sweet hints of grape and berry. Compatible with a 510-thread battery.
